image_name,fused_text
535.jpeg,"- OCR_TEXT: ""shadi ke bad tum mujhse pyar nahi krte ab exam clear hone ke bad kon padhta hai yrrr""
- IMAGE_DESCRIPTION: ""A meme featuring a man in a blue jersey pointing upwards and a woman in the background, with text in both languages.""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that plays on the idea of a man's desire for a good woman but not being able to find one, and a woman's desire for a man who is clear-headed and reliable. The text in both languages adds to the humor."
149.jpeg,"- OCR_TEXT: ""Anjali, Oo Anjali, Aree ye toh Patanjali hai""
- IMAGE_DESCRIPTION: ""A meme featuring Shah Rukh Khan from the movie 'Patanjali' with the text 'Anjali, Oo Anjali, Aree ye toh Patanjali hai'""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The meme is a humorous take on the character Anjali from the movie 'Patanjali', with the text suggesting that Anjali is a 'patanjali' or a 'patanjali'."
213.jpg,"- OCR_TEXT: Homo Dil De Chuke Sanam
- IMAGE_DESCRIPTION: An Instagram post featuring a person with a red background and text in Hindi.
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a simple Instagram post with text in Hindi, which does not contain any explicit content or offensive language."
5.jpg,"- OCR_TEXT: Suna hai tune college mein ledki patai hai, Nehi papa mai yea sab kaam nehi karta, Mai sirf padhai karta hun, Toh kab karega BSDK Chakka hai Kya ?
- IMAGE_DESCRIPTION: The image contains a series of text snippets in a language that appears to be Hindi. The text is presented in a conversational format, with a man and a boy standing in front of a wall.
- TARGET_GROUP: The content is neutral and does not contain any hateful or offensive language.
- INTENT: The intent of the image is to convey a humorous or light-hearted message, possibly related to college life or a conversation between a student and a parent.
- EXPLANATION: The image is a humorous meme that plays on the idea of a student trying to explain something to their parent, while the parent is not understanding. The text is presented in a conversational format, which adds to the humor."
382.jpeg,"- OCR_TEXT: समलैंगिक बीमारी
- IMAGE_DESCRIPTION: A man is sitting at a desk with a laptop, holding a mug. The text on the image is in a language that appears to be Hindi.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image contains text in Hindi, which is a neutral language."
347.jpeg,"- OCR_TEXT: ""Deewar par likha hota hai, Deewar par mat likhna.""
- IMAGE_DESCRIPTION: ""A scene from a courtroom where a lawyer is addressing the court.""
- TARGET_GROUP: ""Lawyers and courtroom settings.""
- INTENT: Neutral
- EXPLANATION: The image depicts a courtroom scene where a lawyer is addressing the court, which is a neutral and professional setting."
323.jpg,"- OCR_TEXT: Jurm? Uske friendly behaviour ko pyar samaj betha
- IMAGE_DESCRIPTION: A man in a blue shirt is being arrested by police officers. The text on the image translates to ""Jurm? Uske friendly behaviour ko pyar samaj betha.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme or a humorous take on a situation involving police officers arresting a man. The text on the image is in Hindi and translates to ""Jurm? Uske friendly behaviour ko pyar samaj betha,"" which is a play on words and does not contain any hateful or offensive content."
116.jpg,"- OCR_TEXT: IM GAY.... KYA BOLA
- IMAGE_DESCRIPTION: A meme featuring Batman slapping Robin, with the text ""IM GAY.... KYA BOLA"" written on the image.
- TARGET_GROUP: The image is not explicitly targeted towards any specific group, but it may be considered offensive to some individuals due to its content.
- INTENT: Offensive
- EXPLANATION: The image contains offensive language, which may be considered inappropriate for some audiences."
644.jpeg,"- OCR_TEXT: Mummy..Pet dard Aur khilao..laddu Tu mat sikha.. Gutka khane wale
- IMAGE_DESCRIPTION: Four images from a movie scene, featuring a man and a woman in a domestic setting.
- TARGET_GROUP: The images are suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The images are a part of a movie scene and do not contain any hateful or offensive content."
515.jpg,"- OCR_TEXT: ""Kya Soch Rahe Ho? Suniyo Ka Baap Kaam Kya Karta Hai?""
- IMAGE_DESCRIPTION: ""Two characters from a Hindi TV show are engaged in a conversation.""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The image is a meme from a Hindi TV show, depicting a conversation between two characters."
435.jpeg,"JO HOTA HAI BURE KE LIYE HOTA HAI, BE NEGATIVE"
723.jpeg,"- OCR_TEXT: Ronaldo was born in Bihar
- IMAGE_DESCRIPTION: A meme with a picture of Cristiano Ronaldo with a red bindi on his forehead.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The meme is a humorous take on the idea of Cristiano Ronaldo being born in Bihar, a state in India."
310.jpg,"- OCR_TEXT: Fu*k it
- IMAGE_DESCRIPTION: A vibrant scene from a pride parade with people holding rainbow flags and balloons. The text ""Fu*k it"" is superimposed on the image.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: Offensive
- EXPLANATION: The text ""Fu*k it"" is inappropriate and offensive, as it is a vulgar and disrespectful phrase."
24.jpeg,"- OCR_TEXT: ""Mom: Pura din bas phone mein pade rehte ho. Exams sirf postpone hui hain, cancel nahi!! Me: Arya Tanna @aryatanna89 Exams Shudh kya hai? Yeh to trottuon ke bhati hai, atte jate rahate hai. @ramayan.meme""
- IMAGE_DESCRIPTION: A meme featuring a person in a gold costume, possibly from a Hindu epic, with text in Hindi.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that plays on the idea of a person in a gold costume from a Hindu epic, possibly Ramayan, responding to a text message about exams being postponed."
493.jpeg,"OCR_TEXT: ""Welcome to India #PutinInIndia Rajputin""
IMAGE_DESCRIPTION: ""A man wearing a traditional Indian turban and a royal outfit with elephant motifs, sitting at a table with a white background.""
TARGET_GROUP: ""Adults""
INTENT: ""Neutral""
EXPLANATION: ""The image is a humorous meme comparing the Russian President, Vladimir Putin, to a Rajputin, a traditional Indian ruler, and is intended to be funny and light-hearted."""
292.jpeg,"- OCR_TEXT: प्रेशर इंसान से कुछ भी करा सकता है।
- IMAGE_DESCRIPTION: A man in a wheelchair is standing next to a sidewalk, with a cartoon character next to the text.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous meme with a cartoon character next to the text, which is not related to any hate or offensive content."
197.jpeg,"- OCR_TEXT: Kya Apke Toothpaste Me Namak Hai
- IMAGE_DESCRIPTION: A woman is holding a microphone and a box of toothpaste, while a man is holding a box of toothpaste and a box of Vimal.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous meme comparing the taste of different toothpaste brands."
178.jpeg,"- OCR_TEXT: ""when the hole in the tree is filled with Jem's parents? Maudie? details which describes people of Maycom Radleys? ABCD se shuru ho ne vaala ek vakky banao Apki Behan Ch*d Dunga""
- IMAGE_DESCRIPTION: A meme featuring a woman in a classroom setting, with text in Hindi and English.
- TARGET_GROUP: Children
- INTENT: Neutral
- EXPLANATION: The image is a meme that plays on the idea of a teacher asking a question in a classroom, with the text in Hindi and English providing a humorous twist."
176.jpeg,"- OCR_TEXT: Jitni Teri Aankh Khuliti Hai Na, Utni To Mein Band Karke Sota Hu
- IMAGE_DESCRIPTION: A meme featuring two men in suits, one pointing at the other, with flags and a green screen in the background.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: Hateful
- EXPLANATION: The meme contains offensive language and is intended to be harmful."
780.jpeg,"- OCR_TEXT: ""Bas... nikal gayi hawa""
- IMAGE_DESCRIPTION: ""A man in a traditional outfit is waving at another man, with text above them.""
- TARGET_GROUP: ""neutral""
- EXPLANATION: The image is a meme with a neutral intent, showing a humorous situation between two individuals."
671.jpg,"OCR_TEXT: Yr itne time baad to ek ladka mila tha vo bhi gay nikala
IMAGE_DESCRIPTION: A tweet with a crying emoji and text in a language that appears to be Hindi.
TARGET_GROUP: The tweet is likely targeted towards a specific audience, possibly those who are sensitive to certain topics.
INTENT: Offensive
EXPLANATION: The tweet contains a derogatory and offensive phrase, which is likely intended to be hurtful or disrespectful."
37.jpeg,"- OCR_TEXT: Barat exists, Desi guy to DJ, Ye chalna ""Lollipop lagelu"" lagana.
- IMAGE_DESCRIPTION: The image contains text in a language that appears to be Hindi, with some English words mixed in.
- TARGET_GROUP: The text is not suitable for children or individuals who may not understand Hindi.
- INTENT: Offensive
- EXPLANATION: The text contains offensive language and is not appropriate for a children's audience."
408.jpeg,"- OCR_TEXT: Saare Jhoot Ek Taraf Aur Baarat Hamare Ghar se 7 baje Niklegi Ye Wala Jhoot Ek Taraf
- IMAGE_DESCRIPTION: The image contains a text in a language that appears to be Hindi, with a reference to a song title and lyrics.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: Neutral
- EXPLANATION: The image contains a text that appears to be a song title and lyrics, which is a neutral and non-offensive content."
227.jpg,"- OCR_TEXT: I AM A GAY!! I FEEL THAT * TUJHE DEKHA TOH JANA SANAM...
- IMAGE_DESCRIPTION: A meme featuring a man in a red leather jacket, with text overlaying the image.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a meme that humorously depicts a character expressing their identity and feelings, which is a common practice in meme culture."
793.jpeg,"- OCR_TEXT: A Girl Starts Walking
- IMAGE_DESCRIPTION: A baby is walking on grass, while an adult is holding its hand.
- TARGET_GROUP: Children
- INTENT: Hateful
- EXPLANATION: The image is a humorous take on the idea of a baby learning to walk, which is a common scene in many cultures. However, the bottom image shows a woman with exaggerated makeup and a dramatic expression, which could be seen as offensive or inappropriate."
9.jpeg,"- OCR_TEXT: BATHROOM ME KYA GIRAYA THA KATTAPA? SHAMPOO GIRAYA THA RAJMATA LEEKIN TU TO TAKLA HAI Ohh Shit
- IMAGE_DESCRIPTION: The image is a meme featuring a scene from a South Indian film. The characters are dressed in traditional attire and are in a dimly lit room.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that plays on the phrase ""bathroom me kya giraya tha kattapa?"" which translates to ""what shampoo do I use when I'm in the bathroom?"" in English. The meme is intended to be funny and light-hearted."
